schema	papersoccer.opening-bank.v1
phase	development
depth	8
pairs	38
rules	8x10;opponent_goal_only;player_to_move_loses
generator	uniform-legal-move-generator/v1
generator_seed	9297997631523997120
selection	splitmix64-unbiased-rejection-sampling/v1
state_hash_algorithm	sha256-canonical-game-state/v1
canonicalization	horizontal-reflection-min-serialization-sha256/v1
opening_ply_definition	one physical selected edge, including rebound edges
opening_id	phase	depth	generation_seed	state_hash	canonical_key	to_move	moves
development-d8-b82bf76b5c9e40a4299949c309bb4936001517419b83d262735fae45b27961d7	development	8	8462393865831588252	b82bf76b5c9e40a4299949c309bb4936001517419b83d262735fae45b27961d7	b82bf76b5c9e40a4299949c309bb4936001517419b83d262735fae45b27961d7	one	3,6;3,7;4,6;5,6;4,7;3,6;3,5;2,6
development-d8-348c3fae41862057fd4786860698b51317fa6baafdc82050b747f762be6989fa	development	8	6125240950409252746	348c3fae41862057fd4786860698b51317fa6baafdc82050b747f762be6989fa	16e009ffea658e80b1866ad4b598fff25a7277abae9924b4683091cf1fe18ba2	one	5,5;6,4;7,4;6,3;5,2;6,1;7,2;6,3
development-d8-5c256fe1d2fe490bb88d9a6cac0983029e610b946bb29f4445b0b1b3f34b5227	development	8	16593894362475256972	5c256fe1d2fe490bb88d9a6cac0983029e610b946bb29f4445b0b1b3f34b5227	21cd073466a709aa9a668db87e89e9b86317361925aed15cb4994ea45cc1894e	two	5,7;4,8;5,9;6,9;7,8;7,7;8,6;7,5
development-d8-54dc21a84bdb4891b5adf9fccdb090642ef595d7a86f2e2779502745ebe0c6d2	development	8	14723272963499081108	54dc21a84bdb4891b5adf9fccdb090642ef595d7a86f2e2779502745ebe0c6d2	54dc21a84bdb4891b5adf9fccdb090642ef595d7a86f2e2779502745ebe0c6d2	one	3,7;3,8;4,9;3,10;2,10;1,11;0,10;1,9
development-d8-01d491d2a319881bc5d12f46be01ba18ca6ebc1bb30a517e70fa1962440ec410	development	8	1325027539786827043	01d491d2a319881bc5d12f46be01ba18ca6ebc1bb30a517e70fa1962440ec410	c02644c1c818305d39d6e1e1599a6948deb676a55d8b4c7eb8032688e516a41a	one	5,7;6,8;5,9;4,9;4,8;5,8;5,9;4,8
development-d8-8c00dc3e6baefcefaa3799f8eb35444fe3ae1a72fce190e1e2f460f3719d0fcc	development	8	17774598045251957830	8c00dc3e6baefcefaa3799f8eb35444fe3ae1a72fce190e1e2f460f3719d0fcc	8c00dc3e6baefcefaa3799f8eb35444fe3ae1a72fce190e1e2f460f3719d0fcc	one	3,5;2,6;3,6;3,7;4,7;5,7;5,8;4,9
development-d8-7f8c35313900b394c7a2ac922830b3d0994de2504f806b4de6dd913bfd4e4551	development	8	16933363623608800858	7f8c35313900b394c7a2ac922830b3d0994de2504f806b4de6dd913bfd4e4551	7f8c35313900b394c7a2ac922830b3d0994de2504f806b4de6dd913bfd4e4551	two	3,6;2,6;3,5;3,4;4,4;5,3;4,3;3,4
development-d8-27b17a2d4d11b19238132397138be2778ad4746b048ff3d94087cefd0b61e58d	development	8	2449926218724682050	27b17a2d4d11b19238132397138be2778ad4746b048ff3d94087cefd0b61e58d	27b17a2d4d11b19238132397138be2778ad4746b048ff3d94087cefd0b61e58d	one	4,5;3,5;2,4;1,4;1,5;2,6;1,6;1,7
development-d8-f3c632e60048b8459197b70d126a9032f2845c0fd280c4b6454add5f5b36c5ed	development	8	910626386069575373	f3c632e60048b8459197b70d126a9032f2845c0fd280c4b6454add5f5b36c5ed	9015a2e668c065f62fb6b6e9a38557aae12484e220ce2491b7def231e2a26daf	one	5,5;5,4;4,3;5,2;4,2;5,3;6,3;7,4
development-d8-5f2fc0bc08610a23dd90aaed9c7ce2dca002249cb57a39efa8cc11b43fcfe586	development	8	6678163997456799797	5f2fc0bc08610a23dd90aaed9c7ce2dca002249cb57a39efa8cc11b43fcfe586	5f2fc0bc08610a23dd90aaed9c7ce2dca002249cb57a39efa8cc11b43fcfe586	one	4,5;3,6;2,5;2,6;3,6;4,6;5,7;4,7
development-d8-46a9efdba3bade504eec1840992912315bbef1cd0d6c3357a61be3f45c296894	development	8	7119501889147982196	46a9efdba3bade504eec1840992912315bbef1cd0d6c3357a61be3f45c296894	4d5bad4f3c409a5b73fbe301a97629115c474fa12013febd2ffef88a53926efc	one	3,5;4,4;4,3;5,3;4,2;5,1;6,2;6,1
development-d8-ad121f09caaa6dfaf528701056fdf552eed579a0e51346f1a1cfcabf8800b1a8	development	8	5340981932258073154	ad121f09caaa6dfaf528701056fdf552eed579a0e51346f1a1cfcabf8800b1a8	4446af78edbb1a5cf13aed47a9dc6887dba405bd8392a74fe6d7d72c56b06269	one	5,5;6,6;7,5;7,6;8,6;7,5;6,5;7,4
